TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmount_log,AccountBalance_log,Hour,DayOfWeek,TimeSinceLastTransaction_s,TransactionType_Credit,TransactionType_Debit,Channel_ATM,Channel_Branch,Channel_Online,CustomerOccupation_Doctor,CustomerOccupation_Engineer,CustomerOccupation_Retired,CustomerOccupation_Student
11.46,41,128,1,2356.71,2.522523513359307,7.765446087952968,16,0,2849121.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
240.03,33,31,1,7807.73,5.484921407071298,8.962997617575109,17,0,1211512.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
88.06,18,288,1,1779.85,4.489310299893557,7.484846057395765,17,4,20910477.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
110.08,19,95,1,1447.26,4.7102506624385985,7.278118114838101,17,0,2071327.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
255.04,45,152,1,6217.86,5.545333682273802,8.735341889192675,16,3,255646.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
49.59,48,147,1,6037.03,3.923753928303845,8.705833078787068,16,4,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
106.23,51,86,1,9095.14,4.674976060232054,9.115605426692753,16,1,3370377.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
39.66,52,169,1,8497.34,3.7052448082002005,9.047626129288382,16,3,5008627.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
61.98,49,44,1,5212.28,4.142817215672879,8.558964495199836,18,1,3370377.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
684.96,21,31,1,526.67,6.530819316987946,6.268471088312343,16,0,511293.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
642.68,50,94,1,8461.46,6.467201708201478,9.043395190473762,16,4,3371844.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
739.28,58,47,1,11905.64,6.6070284930095475,9.38485150667816,16,0,10540140.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
78.62,32,52,1,1360.85,4.377265317572172,7.216599348485876,16,0,3628818.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
886.19,61,69,1,7904.24,6.788059164556945,8.97528110971401,17,0,1817135.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
132.33,35,47,1,7457.94,4.892827258127367,8.917168591949087,16,4,6994820.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
654.49,25,104,1,164.61,6.485383047557258,5.1096356266014,16,0,863952.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
31.39,20,15,1,998.49,3.477849733183238,6.907245148887903,17,0,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
333.67,36,68,1,9238.08,5.813144971693325,9.13119759257903,18,3,15382775.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
12.11,75,127,1,1730.28,2.5733752977756086,7.456616298305367,16,1,13730901.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
61.4,41,20,2,7892.87,4.133565275375382,8.97384178788349,16,0,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
355.0,26,33,1,185.47,5.87493073085203,5.228270368236002,16,1,18230706.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
10.15,59,58,5,7155.04,2.411439497906128,8.875712034327911,16,3,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
119.61,33,53,1,9899.94,4.792562199595151,9.200384981110213,16,1,1639767.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
102.34,51,78,1,9326.28,4.638024522859038,9.140698718647227,16,3,5615917.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
510.7,27,294,1,5828.48,6.237738515811046,8.670683081541489,16,2,1728949.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
263.92,57,233,1,4161.71,5.579427893616779,8.33392158346657,17,2,4238487.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
18.35,21,78,1,1293.39,2.962692419475791,7.16579482068724,16,0,4661045.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
345.86,51,145,1,1504.64,5.84892124032244,7.3169733359596085,16,0,5443245.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
50.83,30,48,1,9553.42,3.947969132201615,9.164759153628422,16,0,2417070.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
163.22,26,217,1,1788.27,5.101206992280643,7.489562994424056,18,3,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.51,63,32,1,4891.56,1.2556160374777743,8.495470962863914,16,0,943089.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
154.71,34,157,1,1523.72,5.047995302853334,7.329566065626388,16,0,6654963.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
241.45,26,158,1,1594.04,5.490795503551361,7.374654093274394,16,0,1812129.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
152.42,42,176,1,9141.79,5.03317925853115,9.12072086950953,16,0,7864984.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
126.81,26,290,1,5427.98,4.850544786143623,8.599506549978974,16,0,605544.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
211.7,50,205,1,12272.78,5.3598827222061916,9.41522055872127,16,0,1209618.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
148.26,25,57,1,958.7,5.005689751703241,6.866620735623582,17,0,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
61.97,74,95,1,7014.69,4.142658422500651,8.855904348355207,18,0,1213935.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
780.59,23,145,1,6513.34,6.661330306378558,8.781761179745775,17,2,3194005.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
398.7,47,276,1,7987.74,5.990714265717278,8.98578832920342,16,0,5263403.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
66.65,37,33,1,3559.96,4.214347354616797,8.177785450414914,16,1,4323408.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
504.12,25,101,1,1107.28,6.224796024809682,7.010564542963274,17,4,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25.58,60,166,1,6741.41,3.2801590532850993,8.81617270676017,16,3,18658652.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
189.08,68,238,1,10790.8,5.24744503617428,9.28654186546976,16,0,3370377.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
73.88,53,131,1,4055.55,4.315886832169337,8.308088137655865,17,0,4843763.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
386.52,48,28,1,5630.61,5.959767460364727,8.636150648281092,16,4,2759739.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
447.83,53,88,1,13273.08,6.10664419689425,9.493568540507056,16,1,5789031.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
281.47,34,142,1,4437.48,5.643572350257175,8.39806725447141,17,4,261609.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
133.56,25,177,1,783.83,4.902010196224638,6.665467133820242,18,1,3370377.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
335.48,45,155,1,3023.16,5.81853871195439,8.014388645952646,16,3,3187392.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
125.83,57,138,1,6109.86,4.842847607079338,8.717822795125043,17,0,7607265.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
97.73,69,156,1,7885.21,4.592388851623358,8.97287094355296,17,0,2480.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
29.91,76,43,3,2834.84,3.431079756144025,7.95009346857107,16,0,5437870.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
132.48,36,101,1,9313.05,4.893951653883173,9.139279291790743,18,2,785536.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
518.85,22,82,1,1806.0,6.253540308423979,7.499423290592229,18,0,6479938.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
469.13,54,139,1,1265.28,6.153009252203234,7.143838747286191,17,0,3626170.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
515.57,27,56,1,9269.67,6.247210806966204,9.13461093210776,17,0,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
217.61,19,45,1,1404.53,5.387289320350301,7.248169734835974,17,3,6307797.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
97.63,48,127,1,12467.31,4.591375474965902,9.43094550422908,16,0,5178515.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
377.12,34,61,1,836.67,5.935211605557184,6.730624228175166,17,0,7866441.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
194.85,23,130,4,319.84,5.27734906011184,5.770942556498723,16,1,2504274.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35.98,40,133,1,11147.34,3.610377225958979,9.31904588688093,16,3,3370377.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1135.8,30,250,1,13534.3,7.035972576782891,9.513056366560802,16,2,1727308.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
270.72,26,53,1,6263.96,5.604772124323102,8.742727482633011,18,0,3370377.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
50.75,62,185,1,8271.47,3.9464244321454784,9.020688413315936,18,0,3629603.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
67.15,59,14,1,9028.49,4.221711158142542,9.108251166410751,17,0,8463762.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
366.21,62,181,1,10862.99,5.90593389149099,9.293208929326772,17,3,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1416.69,46,58,1,3740.73,7.256784065420216,8.227303350302435,17,0,342185.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
757.41,22,37,1,9532.42,6.631224136507891,9.162558799007604,16,4,9415902.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
319.5,29,69,1,2366.3,5.7698822763607245,7.769505344195099,16,4,3022291.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.98,66,56,1,4516.76,2.300583090323373,8.415771574767053,16,0,6307429.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1092.73,58,11,1,1390.98,6.9973491517903526,7.238482472975055,17,0,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
69.43,30,162,1,9281.85,4.254619308757319,9.135923890699953,17,0,1210464.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
230.66,21,135,1,618.05,5.4452707795042,6.428186044866701,18,0,4235831.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
453.54,58,82,1,12046.3,6.119285918545867,9.396595847422136,16,2,1981199.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
35.73,65,87,1,9073.17,3.6035938598315758,9.113187194895229,16,0,4666320.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
336.01,63,121,4,9938.2,5.820112603502614,9.204241813514313,18,3,12967027.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
199.02,22,185,1,793.63,5.29841736154837,6.677876597513007,17,0,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
470.62,57,127,1,12470.62,6.156173576585022,9.431210942024569,17,0,2420149.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
992.17,43,169,1,6215.96,6.900901847781122,8.73503632027727,18,0,1828.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
195.8,39,186,1,12027.68,5.282187984618153,9.395049077262636,17,1,83677.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
17.78,52,59,1,7599.52,2.932792473780117,8.935971944986441,16,1,1206502.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
122.63,21,153,1,359.06,4.817293234018836,5.886270684229476,18,3,3203580.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
32.54,25,183,4,1544.88,3.5127387563950627,7.3433486064711575,16,1,6471985.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
301.47,21,291,1,560.73,5.711982098999155,6.331021307405378,16,3,3370377.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
168.11,51,12,1,10652.13,5.130549390761593,9.273609024672007,16,4,9765098.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
382.07,62,147,1,10156.09,5.9482177401047,9.225927262784364,17,0,1472594.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
305.18,58,216,1,4474.2,5.724173164303935,8.406306322447696,17,0,26.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
613.21,61,157,1,3279.12,6.420336889215765,8.095635286074815,17,2,3370377.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
227.22,53,220,1,832.82,5.430310076006534,6.726017551726546,18,0,1040793.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
99.52,52,127,1,3798.09,4.610356712675391,8.242516843351865,17,0,1205820.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
29.92,68,63,1,7855.01,3.4314032237192214,8.969034122945915,16,0,22977369.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
381.62,64,164,1,6009.12,5.947042329555235,8.70119999405205,16,4,3370377.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
95.78,22,27,1,271.64,4.572440361365173,5.6081522436409506,17,3,4753765.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
427.83,47,29,1,3293.06,6.061060569995885,8.099876125507944,17,2,4146778.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
84.34,58,248,3,5313.97,4.446643277759854,8.578282646357485,16,3,2503505.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
89.5,41,134,1,8658.95,4.505349850705881,9.066464227867758,16,0,6393250.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
256.34,69,99,1,7471.63,5.550398167756844,8.919002291129548,16,0,1196.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
1116.48,51,55,1,447.53,7.0188314292358465,6.105975568893946,17,0,2422968.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7.82,36,273,1,2240.49,2.1770218700187,7.714896102287304,17,0,3370377.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
371.86,46,91,1,1329.45,5.9212030140673155,7.193272509854407,17,0,3627147.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
143.03,63,147,1,7981.45,4.970021611210958,8.985000660867472,16,0,13907329.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12.94,23,158,1,921.23,2.6347624053323777,6.826794650147846,17,0,2421055.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
333.78,60,98,1,6810.94,5.813473599674474,8.826432233757881,17,3,8124307.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
607.28,32,84,1,9679.68,6.410635302272258,9.177887425737236,16,0,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
91.5,47,77,1,667.66,4.52720864451838,6.505275709714339,16,0,5441971.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
148.77,67,175,1,2138.42,5.009100784004304,7.668290043243778,18,3,266056.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
320.93,55,178,1,9451.66,5.774334130607146,9.15405146236079,16,3,7249477.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
381.52,36,79,1,5798.92,5.946780939481342,8.665599403335937,16,0,13048597.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
207.2,60,133,1,8092.94,5.338499156180869,8.998870912509892,16,0,3627020.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
148.13,58,56,1,2189.38,5.004818408774691,7.691830323740125,16,4,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
261.14,42,162,1,6100.08,5.5688787121914,8.716221083670375,18,0,5105352.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1271.9,47,155,1,2120.8,7.149053040876389,7.660020064025171,16,0,9064751.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
236.81,22,15,1,813.68,5.471472035517174,6.702795398101556,16,3,5098600.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
237.06,71,46,1,1182.77,5.472522742739733,7.076459539816907,16,0,4578442.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
150.6,69,59,1,3240.14,5.021245473208271,8.08368039875288,17,0,3370377.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
481.53,58,277,1,6142.54,6.179043095011986,8.72315640223296,17,1,12785905.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
214.73,46,26,1,5368.42,5.374027625782512,8.588475174220896,18,4,5101581.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
102.81,76,47,1,3228.87,4.642562305205154,8.080197167728723,16,0,2066091.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
299.42,63,53,1,4735.41,5.705181495569908,8.463034743762739,17,0,3738.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
393.92,72,47,1,7318.64,5.978683212743249,8.898316425418097,16,1,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
245.93,54,172,1,7986.63,5.509104895652662,8.985649373983707,18,1,1821360.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
446.83,55,143,1,1623.5,6.10441369611448,7.392955355109155,18,0,1727876.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
191.62,63,51,1,1981.67,5.260719336132718,7.592199700147914,17,4,2759297.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
775.6,79,158,1,3898.64,6.654925417297567,8.268639520164813,17,0,2075009.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
104.23,63,108,1,5009.29,4.656148430752721,8.51924907663522,16,1,4921102.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
196.49,41,65,1,7516.56,5.285687950147895,8.92499689620762,17,4,5705420.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
425.34,69,121,1,3907.54,6.055237150005048,8.270919181713172,16,0,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
230.51,51,56,1,9522.37,5.444623069137621,9.161504056741807,18,4,349299.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
151.19,37,96,1,11903.82,5.025129740246708,9.384698639109054,16,4,6645798.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
29.22,24,151,1,1649.43,3.4085039568445934,7.408791139003371,18,3,5364689.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
187.88,60,180,1,2154.58,5.2411118927772575,7.675815107857086,16,3,3018219.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
757.1,65,203,1,10553.23,6.630815303062258,9.264282006413394,17,0,3370377.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
269.79,52,17,1,1292.1,5.601343612734418,7.164797715301805,16,1,21855180.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
514.95,41,142,5,421.93,6.246009861561723,6.047206680718616,18,3,3370377.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
68.62,29,157,1,13891.47,4.243051882383293,9.539102245713199,16,3,6646804.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
199.47,57,142,1,6067.44,5.300664609616385,8.710856849375515,16,0,3972526.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1182.86,30,34,1,7696.16,7.076535565209424,8.948606708638,16,0,10280413.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33.76,26,227,1,3253.51,3.548467300397191,8.087797005676334,17,0,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
55.99,35,95,1,932.61,4.0428758138469085,6.839058792140346,16,0,26001419.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
227.14,18,294,1,341.94,5.429959475599752,5.837555504750705,17,0,3370377.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
388.77,26,30,1,1658.49,5.965556821566797,7.4142656052304545,16,0,13907700.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
421.25,25,66,1,7174.69,6.04559755568791,8.878454203251435,16,3,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
683.75,32,106,1,6333.72,6.529053808143187,8.753800892883412,18,0,3984152.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
388.65,76,43,1,7896.85,5.96524890028957,8.97434584951633,16,1,75962.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
738.68,50,124,1,14352.33,6.606217660239915,9.571737250016126,16,1,1211615.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
711.3,21,51,1,955.4,6.568499170984308,6.863176235584169,18,0,9598889.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
95.75,31,169,1,337.62,4.572130331909891,5.824878534700086,16,2,1375036.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
820.62,61,158,1,6024.8,6.71127800106393,8.703805529627349,17,4,3370377.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
135.27,48,131,1,9410.51,4.914638211761729,9.149688687293551,16,3,13820262.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
33.03,21,28,1,935.88,3.5272424885128144,6.842555205733881,16,3,2489.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
626.9,23,146,1,587.11,6.4423809181200635,6.376914005232245,16,1,5269439.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
42.26,44,171,1,268.77,3.7672284205249125,5.597569744114553,16,3,1381036.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
103.08,60,109,1,12002.16,4.64515983420425,9.392925227437335,16,1,1640997.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
81.15,19,114,1,1595.26,4.408546844483277,7.375418672009976,16,4,3370377.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.99,45,133,1,4317.85,0.688134638736401,8.370744442095956,16,2,17972822.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
401.37,43,251,1,8208.54,5.997372063322444,9.013052171644135,16,0,429785.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
294.77,77,101,1,2272.17,5.689582125255059,7.728930612080911,17,1,1904320.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
182.79,23,14,1,1251.85,5.213793801477383,7.133176235040387,16,2,1292656.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
446.39,63,77,1,7863.6,6.103430697442801,8.970126955966379,17,1,4152038.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
490.76,66,156,1,6414.11,6.197990792598754,8.766411424213713,16,3,3370377.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
448.33,25,161,1,922.19,6.107757584379,6.827835063806089,16,0,8811828.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
405.6,37,44,1,9754.73,6.007829901194246,9.18561008367609,17,1,8558985.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
133.07,21,155,1,1670.99,4.89836205161347,7.421769812765517,16,2,3105667.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
103.81,36,34,1,7044.63,4.652149187182086,8.860162845458794,16,2,1210610.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
77.83,49,146,1,2471.53,4.367293635071817,7.812997196891407,16,2,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39.21,66,245,4,9385.57,3.6941157209091826,9.147035223255386,16,2,3370377.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
136.48,52,138,4,4618.53,4.923478451981633,8.438048247299042,16,0,8296255.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
129.94,32,235,1,7954.92,4.874739203012945,8.981671584619136,16,0,3370377.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
80.43,59,157,1,5987.67,4.39974375547904,8.697624629727812,16,2,171221.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
9.1,52,63,1,2791.45,2.312535423847214,7.9346746256801035,16,3,4924796.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
171.11,57,171,1,6324.09,5.14813380728189,8.752279542743498,16,0,6396165.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
41.51,28,48,1,609.6,3.749739342370699,6.414442080300778,16,2,12268509.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
106.99,38,152,1,5771.4,4.682038630244668,8.660843217561922,17,4,4407174.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1192.2,60,103,5,7816.41,7.084394052640594,8.96410857663381,16,3,2330460.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
97.98,72,18,1,7460.33,4.59491780952374,8.917488961489376,16,0,3370377.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
165.55,28,115,1,761.78,5.1152955646396885,6.636969654190086,18,0,20571111.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
577.73,37,63,1,14977.99,6.360836047567908,9.614403831567188,16,4,3362689.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26.06,65,283,1,12893.63,3.2980566227426418,9.464566224611811,17,3,3544496.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
